canonical_smiles,molecule_chembl_id,pref_name,max_phase,molecule_type,first_approval
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,CHEMBL165090,ROMAZARIT,2,Small molecule,
CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,CHEMBL164447,CLOBUZARIT,2,Small molecule,
CCN(CC)CCOc1ccccc1O/C(=C/c1ccccc1)C(C)=O,CHEMBL164840,ZOCAINONE,2,Small molecule,
CCCCc1cc(OC)c2ccccc2c1OC(C)=O,CHEMBL164349,BUNAPROLAST,2,Small molecule,
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,CHEMBL163672,CHROMONAR,2,Small molecule,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,SORAFENIB,4,Small molecule,2005
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,CHEMBL167150,TRICHLORFON,2,Small molecule,
CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,CHEMBL166863,POLMACOXIB,3,Small molecule,
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,CHEMBL167691,LAROMUSTINE,3,Small molecule,
N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,CHEMBL355862,ZONIPORIDE,2,Small molecule,
COP(=O)(OC)OC=C(Cl)Cl,CHEMBL167911,DICHLORVOS,2,Small molecule,
CCC1(c2c[nH]cn2)Cc2ccccc2C1,CHEMBL353972,ATIPAMEZOLE,2,Small molecule,
C1=C(CC2=NCCN2)CCc2ccccc21,CHEMBL167493,NAPAMEZOLE,2,Small molecule,
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,CHEMBL436052,AXAMOZIDE,2,Small molecule,
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,CHEMBL353846,ADIPHENINE,2,Small molecule,
CC[C@]12CCCN3CCc4c(n(c5cc(Br)ccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,CHEMBL165643,BROVINCAMINE,2,Small molecule,
CC1OC2(CS1)CN1CCC2CC1,CHEMBL168815,CEVIMELINE,4,Small molecule,2000
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,CHEMBL166444,METRIBOLONE,2,Small molecule,
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,CHEMBL167731,PIXANTRONE,4,Small molecule,2012
CN(CC(N)=O)C(=O)N(CCCl)N=O,CHEMBL166937,SARCNU,2,Small molecule,
COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,CHEMBL434492,CANDOXATRILAT,2,Small molecule,
Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,CHEMBL170052,IBAFLOXACIN,2,Small molecule,
Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,CHEMBL169896,OSI-7904,2,Small molecule,
CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,CHEMBL167055,NITECAPONE,2,Small molecule,
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CHEMBL1337,NITISINONE,4,Small molecule,2002
N=C(N)NC(=N)NCCc1ccccc1,CHEMBL170988,PHENFORMIN,4,Small molecule,
N=C(N)N1CCc2ccccc2C1,CHEMBL169901,DEBRISOQUIN,4,Small molecule,
Nc1ccncc1N,CHEMBL354077,AMIFAMPRIDINE,4,Small molecule,2009
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,CHEMBL354541,LOMITAPIDE,4,Small molecule,2012
C#Cc1c[nH]c(=O)[nH]c1=O,CHEMBL355200,ENILURACIL,3,Small molecule,
CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,CHEMBL1339,VARDENAFIL HYDROCHLORIDE,4,Small molecule,2003
C[N+](C)(C)CC(O)CC(=O)[O-],CHEMBL172513,CARNITINE,3,Small molecule,
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,CHEMBL435716,DEMOXYTOCIN,2,Protein,
CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,CHEMBL169703,TIFLUADOM,2,Small molecule,
COC(F)(F)C(Cl)Cl,CHEMBL1341,METHOXYFLURANE,4,Small molecule,
c1ccc(Cc2nc3ccccc3[nH]2)cc1,CHEMBL355063,BENDAZOL,2,Small molecule,
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,CHEMBL171679,ASPARTAME,3,Small molecule,
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL170179,METHADYL ACETATE,2,Small molecule,
O=C(O)CCCO,CHEMBL1342,OXYBATE,4,Small molecule,2002
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,CHEMBL170797,ETHOHEPTAZINE,2,Small molecule,
CCOC(=O)C(C)=O,CHEMBL173373,ETHYL PYRUVATE,2,Small molecule,
CCOC(=O)C1=Cc2c3nc(cc4nc(cc5[nH]c(cc6[nH]c2c(C)c6CC)c(C)c5CC)C(C)=C4CC)C(C)C13CC,CHEMBL173930,ETIOPURPURIN,2,Small molecule,
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL368591,DIMEPHEPTANOL,2,Small molecule,
CN1C[C@@H](CC#N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL174095,DELERGOTRILE,2,Small molecule,
CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,CHEMBL173809,EMOPAMIL,2,Small molecule,
COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,CHEMBL368347,(+)-SECOISOLARICIRESINOL,2,Small molecule,
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,CHEMBL173929,LUTEIN,3,Small molecule,
N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,CHEMBL1345,GUANETHIDINE MONOSULFATE,4,Small molecule,1960
Cc1nc2ncnn2c2c1CCN2C(C)(C)C,CHEMBL367197,BUMEPIDIL,2,Small molecule,
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,CHEMBL172853,MONATEPIL,2,Small molecule,
O=C(O)c1ccc2nc3ccccn3c(=O)c2c1,CHEMBL172498,DOQUALAST,2,Small molecule,
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,CHEMBL366947,BRETAZENIL,2,Small molecule,
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,CHEMBL1346,DARIFENACIN,4,Small molecule,2004
CC1=CC(=O)NS(=O)(=O)O1,CHEMBL176687,ACESULFAME,3,Small molecule,
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,CHEMBL367463,PRANOPROFEN,2,Small molecule,
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CHEMBL175247,ORLISTAT,4,Small molecule,1998
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,CHEMBL440557,DANITRACEN,2,Small molecule,
O=c1c(-c2ccccc2)coc2ccccc12,CHEMBL366460,ISOFLAVONE,3,Small molecule,
COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,CHEMBL174984,TRETOQUINOL,2,Small molecule,
CC(C(=O)O)c1ccc(-c2ccsc2)cc1,CHEMBL367252,ATLIPROFEN,2,Small molecule,
N=C(N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,CHEMBL177281,AMICARBALIDE,2,Small molecule,
O=[N+]([O-])[O-].[Ag+],CHEMBL177367,SILVER NITRATE,4,Small molecule,
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,CHEMBL175691,RILPIVIRINE,4,Small molecule,2011
NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,CHEMBL369075,VAPITADINE,2,Small molecule,
CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,CHEMBL175633,PRAMICONAZOLE,2,Small molecule,
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,CHEMBL1349,VALACYCLOVIR,4,Small molecule,1995
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,CHEMBL539423,SPARSENTAN,4,Small molecule,2023
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,CHEMBL425863,MIBOLERONE,2,Small molecule,
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL180022,NERATINIB,4,Small molecule,2017
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,CHEMBL1350,TILUDRONIC ACID,4,Small molecule,1997
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CHEMBL178803,BLONANSERIN,4,Small molecule,
Cc1c(-c2cnccn2)ssc1=S,CHEMBL178459,OLTIPRAZ,3,Small molecule,
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,CHEMBL181932,OTERACIL,3,Small molecule,
C[C@H]1CNCCc2ccc(Cl)cc21,CHEMBL360328,LORCASERIN,4,Small molecule,2012
C[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,CHEMBL180971,PEPTIDE T,2,Protein,
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,CHEMBL361812,RAMATROBAN,4,Small molecule,2000
O=P(O)(O)CP(=O)(O)O,CHEMBL180570,MEDRONIC ACID,3,Small molecule,
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,CHEMBL180101,ESREBOXETINE,3,Small molecule,
CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O,CHEMBL367149,DOCONEXENT,3,Small molecule,
O=[N+]([O-])O,CHEMBL1352,NITRIC ACID,3,Small molecule,
O=C([O-])O.[Na+],CHEMBL1353,SODIUM BICARBONATE,4,Small molecule,1982
CC(=O)[O-].[Na+],CHEMBL1354,SODIUM ACETATE,4,Small molecule,1982
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],CHEMBL1355,SODIUM CITRATE,4,Small molecule,1983
O=C([O-])c1ccccc1.[Na+],CHEMBL1356,SODIUM BENZOATE,4,Small molecule,1987
CC(=O)C(=O)[O-].[Na+],CHEMBL181886,PYRUVATE SODIUM,2,Small molecule,
CC(O)C(=O)[O-].[Na+],CHEMBL1357,SODIUM LACTATE,4,Small molecule,1982
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,CHEMBL1358,FULVESTRANT,4,Small molecule,2002
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,CHEMBL1359,ERTAPENEM,4,Small molecule,2001
Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,CHEMBL359839,SULFABENZ,2,Small molecule,
CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,CHEMBL181954,NAVEGLITAZAR,2,Small molecule,
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL174,AMPICILLIN,4,Small molecule,1965
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,CHEMBL182319,TALTOBULIN,2,Small molecule,
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CHEMBL360055,GALLAMINE,4,Small molecule,1982
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,CHEMBL1360,ATRACURIUM,4,Small molecule,1983
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,CHEMBL185073,PANCURONIUM,4,Small molecule,1972
O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,CHEMBL182066,RADIPRODIL,2,Small molecule,
CC(C)OC(=O)CCC/C=C\\CC[C@H]1[C@@H](O)CO[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,CHEMBL184999,AL-12182,2,Small molecule,
[F-],CHEMBL1362,FLUORIDE ION,3,Small molecule,
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL1363,ARFORMOTEROL,4,Small molecule,2006
Cc1ncc(CO)c(CO)c1O,CHEMBL1364,PYRIDOXINE,4,Small molecule,1982
C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,CHEMBL186141,ANDROGRAPHOLIDE,3,Small molecule,
C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,CHEMBL415768,DEOXYANDROGRAPHOLIDE,2,Small molecule,
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CHEMBL184412,DRONEDARONE,4,Small molecule,2009
CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,CHEMBL185434,AROXYBUTYNIN,2,Small molecule,
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,CHEMBL360861,NIFEKALANT,3,Small molecule,
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,CHEMBL363295,TERODILINE,4,Small molecule,1986
CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1,CHEMBL362103,ALMOKALANT,2,Small molecule,
C=CCS[S+]([O-])CC=C,CHEMBL359965,ALLICIN,2,Small molecule,
CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL364804,GW-406381,3,Small molecule,
O=P([O-])(O)O.[Na+],CHEMBL1368,"SODIUM PHOSPHATE, MONOBASIC",4,Small molecule,1983
O=C([O-])[O-].[Na+].[Na+],CHEMBL186314,SODIUM CARBONATE,4,Small molecule,1982
O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,CHEMBL362558,LY-2090314,2,Small molecule,
Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,CHEMBL184041,ERTIPROTAFIB,2,Small molecule,
CN(C)CCOc1ccccc1Cc1ccccc1,CHEMBL186720,PHENYLTOLOXAMINE,2,Small molecule,
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,CHEMBL186179,MURAGLITAZAR,3,Small molecule,
CCN(CC)CCOc1ccccc1Cc1ccccc1,CHEMBL366265,ETOLOXAMINE,2,Small molecule,
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,CHEMBL184618,FRAMYCETIN,3,Small molecule,
O=Cc1ccc(CO)o1,CHEMBL185885,AES-103,2,Small molecule,
O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,CHEMBL427342,IMIDOCARB,2,Small molecule,
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,CHEMBL439849,VILAZODONE,4,Small molecule,2011
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1370,BUDESONIDE,4,Small molecule,1994
Cc1ncc([N+](=O)[O-])n1CCCO,CHEMBL185647,TERNIDAZOLE,2,Small molecule,
C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,CHEMBL450940,PRINABEREL,2,Small molecule,
O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,CHEMBL359570,ICOPEZIL,2,Small molecule,
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,CHEMBL361506,PENTAMIDINE ISETHIONATE,4,Small molecule,1984
O=C1NCC(=O)N2CCC[C@@H]12,CHEMBL360216,CYCLO(PROLYLGLYCYL),3,Small molecule,
CC(=O)N(C)c1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1,CHEMBL188427,ACODAZOLE,2,Small molecule,
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL189171,ACEMETACIN,4,Small molecule,
CCCCCCCCCCCCCCSCC(=O)O,CHEMBL187734,TETRADECYLTHIOACETIC ACID,2,Small molecule,
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,CHEMBL188952,PIRPROFEN,4,Small molecule,1987
O=c1[nH]c2cc(Cl)ccc2o1,CHEMBL1371,CHLORZOXAZONE,4,Small molecule,1958
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CHEMBL188185,BUNAZOSIN,3,Small molecule,
C=C/C=C\\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\\[C@H](C)[C@@H](O)[C@@H](C)/C=C\\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,CHEMBL364447,DISERMOLIDE,2,Small molecule,
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL370753,OPIPRAMOL,3,Small molecule,
c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,CHEMBL187927,DIANICLINE,3,Small molecule,
C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,CHEMBL361497,ARTESUNATE,4,Small molecule,2020
CC(C)[C@@](C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,CHEMBL187829,LEVEMOPAMIL,2,Small molecule,
CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,CHEMBL188462,ISPRONICLINE,2,Small molecule,
CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,CHEMBL363884,RONIPAMIL,2,Small molecule,
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,CHEMBL188921,BUFLOMEDIL,4,Small molecule,
CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,CHEMBL191491,STILONIUM,2,Small molecule,
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,CHEMBL187709,TRIPARANOL,4,Small molecule,
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CHEMBL191083,METHYLENE BLUE CATION,4,Small molecule,2011
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,CHEMBL191413,REPARIXIN,3,Small molecule,
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CHEMBL1372,OXIGLUTATIONE,4,Small molecule,1982
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373,MODAFINIL,4,Small molecule,1998
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,CHEMBL365795,TIAPROFENIC ACID,4,Small molecule,
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL190083,TARENFLURBIL,3,Small molecule,
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL435298,ESFLURBIPROFEN,4,Small molecule,2015
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,CHEMBL371197,TRIDOLGOSIR,2,Small molecule,
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CHEMBL175,DEXIBUPROFEN,4,Small molecule,1994
CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,CHEMBL189676,SURINABANT,2,Small molecule,
CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,CHEMBL191482,AR-42,2,Small molecule,
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL363449,NADIFLOXACIN,3,Small molecule,
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CHEMBL190461,CANNABIDIOL,4,Small molecule,2018
C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL190561,LEVONADIFLOXACIN,2,Small molecule,
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+],CHEMBL435883,BERAPROST SODIUM,3,Small molecule,
COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1.[Cl-],CHEMBL190412,TEGLARINAD CHLORIDE,2,Small molecule,
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CHEMBL189963,PALBOCICLIB,4,Small molecule,2015
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,CHEMBL435128,CAPRAVIRINE,2,Small molecule,
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL189475,LADARIXIN,3,Small molecule,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,CHEMBL190279,ALFAXALONE,2,Small molecule,
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,CHEMBL364713,NOSCAPINE,4,Small molecule,
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CHEMBL1377,PROGUANIL,4,Small molecule,2000
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,CHEMBL1378,THIETHYLPERAZINE,4,Small molecule,1961
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,CHEMBL408350,EDOTREOTIDE,3,Small molecule,
CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC,CHEMBL386115,ABT-510,2,Protein,
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,CHEMBL190044,TRIMEBUTINE,3,Small molecule,
O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21,CHEMBL363387,LIDORESTAT,2,Small molecule,
Oc1ccc(C2=COc3cc(O)ccc3C2)cc1,CHEMBL195560,ISOPHENOXODIOL,3,Small molecule,
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CHEMBL193240,ROFLUMILAST,4,Small molecule,2010
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,ABACAVIR,4,Small molecule,1998
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL370252,FLUMEQUINE,2,Small molecule,
Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1,CHEMBL191886,CICLETANINE,2,Small molecule,
C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1,CHEMBL372205,LECOZOTAN,3,Small molecule,
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,CHEMBL1382,TOLTERODINE,4,Small molecule,1998
C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,CHEMBL371405,MARIZOMIB,3,Small molecule,
C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,CHEMBL191703,CONESSINE,2,Small molecule,
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,CHEMBL426084,SAMIDORPHAN,4,Small molecule,2021
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1,CHEMBL373081,MICRONOMICIN,2,Small molecule,
