canonical_smiles,molecule_chembl_id,pref_name,max_phase,molecule_type,first_approval
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL384467,DEXAMETHASONE,4,Small molecule,1958
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CHEMBL182,GANCICLOVIR,4,Small molecule,1989
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,CHEMBL184,ACYCLOVIR,4,Small molecule,1982
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,CHEMBL374731,TELBIVUDINE,4,Small molecule,2006
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL218490,DORZOLAMIDE,4,Small molecule,1994
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL220491,BRINZOLAMIDE,4,Small molecule,1998
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492,TOPIRAMATE,4,Small molecule,1996
N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,CHEMBL373742,VASOPRESSIN,4,Protein,2014
N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,CHEMBL1429,DESMOPRESSIN,4,Protein,1978
CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,CHEMBL426559,LAROPIPRANT,4,Small molecule,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959,TOFACITINIB,4,Small molecule,2012
O=c1[nH]cc(F)c(=O)[nH]1,CHEMBL185,FLUOROURACIL,4,Small molecule,1962
CC(C)(S)[C@@H](N)C(=O)O,CHEMBL1430,PENICILLAMINE,4,Small molecule,1970
CN(C)C(=N)NC(=N)N,CHEMBL1431,METFORMIN,4,Small molecule,1995
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,CHEMBL221326,DIQUAFOSOL,4,Small molecule,2010
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CHEMBL376897,METHSCOPOLAMINE,4,Small molecule,1953
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,CHEMBL1433,DOXYCYCLINE ANHYDROUS,4,Small molecule,1967
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL1434,MINOCYCLINE,4,Small molecule,1971
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CHEMBL1435,CEFAZOLIN,4,Small molecule,1973
CO/N=C(\\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CHEMBL1436,CEFUROXIME,4,Small molecule,1983
CO/N=C(\\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CHEMBL186,CEFEPIME,4,Small molecule,1996
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\\CCC=C(C)C)C(=O)O,CHEMBL374975,FUSIDIC ACID,4,Small molecule,
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,CHEMBL222559,TIPRANAVIR,4,Small molecule,2005
NC[C@H](O)c1ccc(O)c(O)c1,CHEMBL1437,NOREPINEPHRINE,4,Small molecule,1950
NC(=O)c1nc(F)cnc1O,CHEMBL221722,FAVIPIRAVIR,4,Small molecule,2014
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,ZANAMIVIR,4,Small molecule,1999
C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],CHEMBL1439,TAZOBACTAM SODIUM,4,Small molecule,1993
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CHEMBL376140,TIGECYCLINE,4,Small molecule,2005
Oc1c(Br)cc(Br)c2cccnc12,CHEMBL223448,BROXYQUINOLINE,4,Small molecule,
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL376488,BEDAQUILINE,4,Small molecule,2012
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL1440,TETRACYCLINE,4,Small molecule,1953
CCc1cc(C(N)=S)ccn1,CHEMBL1441,ETHIONAMIDE,4,Small molecule,1965
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,RALTITREXED,4,Small molecule,
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,PEMETREXED,4,Small molecule,2004
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,CHEMBL387675,DAPTOMYCIN,4,Small molecule,2003
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,HYDROCORTISONE,4,Small molecule,1952
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL1443,NAFCILLIN,4,Small molecule,1965
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CHEMBL388590,BENZBROMARONE,4,Small molecule,
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,LETROZOLE,4,Small molecule,1997
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228,EFAVIRENZ,4,Small molecule,1998
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,CHEMBL227529,ALOGLIPTIN BENZOATE,4,Small molecule,2013
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1445,FLUOXYMESTERONE,4,Small molecule,1956
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL376359,ALOGLIPTIN,4,Small molecule,2013
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,CHEMBL1446,KANAMYCIN SULFATE,4,Small molecule,1973
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,CHEMBL1447,LINCOMYCIN,4,Small molecule,1964
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,CHEMBL227875,PRETOMANID,4,Small molecule,2019
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,NICLOSAMIDE,4,Small molecule,1982
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1449,TICARCILLIN,4,Small molecule,1976
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CHEMBL1450,ATOVAQUONE,4,Small molecule,1992
Cc1ccccc1OCC(O)CO,CHEMBL229128,MEPHENESIN,4,Small molecule,
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CHEMBL189,MILRINONE,4,Small molecule,1987
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,CHEMBL1451,TRIAMCINOLONE,4,Small molecule,1957
Cn1c(=O)c2[nH]cnc2n(C)c1=O,CHEMBL190,THEOPHYLLINE ANHYDROUS,4,Protein,1940
CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,CHEMBL230158,SELADELPAR,4,Small molecule,2024
c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1454,LEVAMISOLE,4,Small molecule,1990
CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455,ALTRETAMINE,4,Small molecule,1990
COc1c(C)c2c(c(O)c1C/C=C(\\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL1456,MYCOPHENOLATE MOFETIL,4,Small molecule,1995
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,CHEMBL1457,HYDROCODONE,4,Small molecule,1943
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL396778,SAFINAMIDE,4,Small molecule,2015
O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL231068,FLIBANSERIN,4,Small molecule,2015
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL243712,AMISULPRIDE,4,Small molecule,1986
CN[C@]1(c2ccccc2Cl)CCCCC1=O,CHEMBL395091,ESKETAMINE,4,Small molecule,2019
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,CHEMBL1460,DIDANOSINE,4,Small molecule,1991
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,CHEMBL414357,EXENATIDE,4,Protein,2005
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,CHEMBL395429,OXYTOCIN,4,Protein,1980
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,CHEMBL231884,DIOSMIN,4,Small molecule,
Nc1nc(=O)[nH]cc1F,CHEMBL1463,FLUCYTOSINE,4,Small molecule,1971
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,WARFARIN,4,Small molecule,1954
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,ACENOCOUMAROL,4,Small molecule,
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1465,PHENPROCOUMON,4,Small molecule,1957
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,DICUMAROL,4,Small molecule,1944
O=S(=O)([O-])[O-].[Na+].[Na+],CHEMBL233406,SODIUM SULFATE ANHYDROUS,4,Small molecule,1984
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,CHEMBL231813,TELAPREVIR,4,Small molecule,2011
Oc1ncnc2[nH]ncc12,CHEMBL1467,ALLOPURINOL,4,Small molecule,1966
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CHEMBL232201,BENZIODARONE,4,Small molecule,
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL395110,MEPAZINE,4,Small molecule,
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\\C=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL444633,RIFABUTIN,4,Small molecule,1992
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CHEMBL231779,APIXABAN,4,Small molecule,2011
O=C(O)CCCc1ccccc1,CHEMBL1469,PHENYLBUTANOIC ACID,4,Small molecule,1996
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\\C=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL437765,RIFAMYCIN,4,Small molecule,2018
N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CHEMBL235668,TIPIRACIL,4,Small molecule,2015
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL1471,APREPITANT,4,Small molecule,2003
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,LINAGLIPTIN,4,Small molecule,2011
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL1472,PROTIRELIN,4,Protein,1976
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1473,FLUTICASONE PROPIONATE,4,Small molecule,1990
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL238071,VINDESINE,4,Small molecule,
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,CHEMBL1475,TRIOXSALEN,4,Small molecule,1964
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,CHEMBL1477,CERIVASTATIN,4,Small molecule,1997
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597,CHENODIOL,4,Small molecule,1983
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1479,DANAZOL,4,Small molecule,1976
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,FELODIPINE,4,Small molecule,1991
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CHEMBL1481,GLIMEPIRIDE,4,Small molecule,1995
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CHEMBL238804,SELEXIPAG,4,Small molecule,2015
CC(C[N+](C)(C)C)OC(N)=O,CHEMBL1482,BETHANECHOL,4,Small molecule,1948
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CHEMBL1483,ALBENDAZOLE,4,Small molecule,1996
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],CHEMBL393220,ATORVASTATIN CALCIUM,4,Small molecule,1996
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CHEMBL1484,NICARDIPINE,4,Small molecule,1988
O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL245807,OXYPHENISATINE,4,Small molecule,
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL191,LOSARTAN,4,Small molecule,1995
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,CHEMBL192,SILDENAFIL,4,Small molecule,1998
CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,CHEMBL247951,PEMAFIBRATE,4,Small molecule,2017
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CHEMBL398435,TICAGRELOR,4,Small molecule,2010
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,4,Small molecule,2001
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1487,ATORVASTATIN,4,Small molecule,1996
Oc1ncc(N(CCCl)CCCl)c(O)n1,CHEMBL1488,URACIL MUSTARD,4,Small molecule,1962
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,CHEMBL1489,AZACITIDINE,4,Small molecule,2004
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,CHEMBL251940,PERICIAZINE,4,Small molecule,
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1490,TRIHEXYPHENIDYL,4,Small molecule,1949
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491,AMLODIPINE,4,Small molecule,1992
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,CHEMBL400599,BENFLUOREX,4,Small molecule,1974
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,CHEMBL253376,BROMHEXINE,4,Small molecule,
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,CHEMBL254857,FIPEXIDE,4,Small molecule,
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CHEMBL1492,DIPHENYLPYRALINE,4,Small molecule,1982
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,CHEMBL1493,FLAVOXATE,4,Small molecule,1970
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,CHEMBL255044,FLUPIRTINE,4,Small molecule,
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CHEMBL1495,OXYPHENCYCLIMINE,4,Small molecule,1982
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CHEMBL404849,SULOCTIDIL,4,Small molecule,1979
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,CHEMBL252556,IDEBENONE,4,Small molecule,2015
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1496,ROSUVASTATIN,4,Small molecule,2003
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1497,BETAMETHASONE VALERATE,4,Small molecule,1967
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL254219,DIGITOXIN,4,Small molecule,1982
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CHEMBL1501,FLUOCINONIDE,4,Small molecule,1971
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL398707,HYDROMORPHONE,4,Small molecule,1984
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL193,NIFEDIPINE,4,Small molecule,1981
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502,PANTOPRAZOLE,4,Small molecule,2000
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,OMEPRAZOLE,4,Small molecule,1989
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1504,TRIAMCINOLONE ACETONIDE,4,Small molecule,1960
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL1505,ALMOTRIPTAN,4,Small molecule,2001
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CHEMBL1508,ESCITALOPRAM,4,Small molecule,2002
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,CHEMBL1509,DROSPIRENONE,4,Small molecule,2001
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CHEMBL1510,ELETRIPTAN,4,Small molecule,2002
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,CHEMBL1511,ESTRADIOL VALERATE,4,Small molecule,1982
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1512,FLUNISOLIDE,4,Small molecule,1981
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CHEMBL251634,FLUOCORTOLONE,4,Small molecule,
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL1513,IRBESARTAN,4,Small molecule,1997
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL1514,LEVOMETHADYL ACETATE,4,Small molecule,1993
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,CHEMBL249837,METHACYCLINE,4,Small molecule,1982
Cn1ccnc1S,CHEMBL1515,METHIMAZOLE,4,Small molecule,1950
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL1517,OXYTETRACYCLINE,4,Small molecule,1964
CCCc1cc(=O)[nH]c(=S)[nH]1,CHEMBL1518,PROPYLTHIOURACIL,4,Small molecule,1947
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1519,TRANDOLAPRIL,4,Small molecule,1996
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,CHEMBL1520,VARDENAFIL,4,Small molecule,2003
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CHEMBL1521,ZALEPLON,4,Small molecule,1999
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CHEMBL1522,ESZOPICLONE,4,Small molecule,2004
